id,standard_name,alias,description,data_type,unit,authority_level,refresh_time,default_datasource_id,belongs_to_concept
FIELD_FUND_ADJ_FACTOR,复权因子,[],基金复权因子,float,—,A,event_driven,DS_TUSHARE_FUND_ADJ,CONCEPT_FUND_ETF
FIELD_FUND_SHARES,基金份额,[],基金份额（万份）,float,万份,A,daily_17:00,DS_TUSHARE_FUND_SHARE,CONCEPT_FUND_ETF
FIELD_FUND_MANAGEMENT,管理人,[],基金管理人,string,—,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_CUSTODIAN,托管人,[],基金托管人,string,—,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_TYPE,基金类型,[],投资类型分类,string,—,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_FOUND_DATE,成立日期,[],基金成立日期,date,—,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_LIST_DATE,上市日期,[],基金上市日期,date,—,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_M_FEE,管理费,[],管理费率,float,%,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_C_FEE,托管费,[],托管费率,float,%,A,weekly,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_MANAGER_NAME,基金经理,[],基金经理姓名,string,—,A,weekly,DS_TUSHARE_FUND_MANAGER,CONCEPT_FUND_ETF
FIELD_FUND_PORT_SYMBOL,持仓股票代码,[],持仓股票代码,string,—,A,quarterly,DS_TUSHARE_FUND_PORT,CONCEPT_FUND_ETF
FIELD_FUND_PORT_MKV,持股市值,[],持仓股票市值（元）,float,亿元,A,quarterly,DS_TUSHARE_FUND_PORT,CONCEPT_FUND_ETF
FIELD_FUND_PORT_STK_RATIO,占股票市值比,[],占基金股票市值比例,float,%,A,quarterly,DS_TUSHARE_FUND_PORT,CONCEPT_FUND_ETF
FIELD_FUND_PORT_FLOAT_RATIO,占流通股本比,[],占流通股本比例,float,%,A,quarterly,DS_TUSHARE_FUND_PORT,CONCEPT_FUND_ETF
FIELD_INC_REVENUE,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,营业收入,revenue,float,万元,主营业务收入,"quarterly,个股级别"
FIELD_INC_COST,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,营业成本,cost,float,万元,主营业务成本,"quarterly,个股级别"
FIELD_INC_SALES_EXP,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,销售费用,sales_exp,float,万元,销售费用,"quarterly,个股级别"
FIELD_INC_ADMIN_EXP,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,管理费用,admin_exp,float,万元,管理费用,"quarterly,个股级别"
FIELD_INC_FIN_EXP,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,财务费用,fin_exp,float,万元,财务费用,"quarterly,个股级别"
FIELD_INC_RD_EXP,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,研发费用,rd_exp,float,万元,研发费用,"quarterly,个股级别"
FIELD_INC_INV_INCOME,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,投资收益,inv_income,float,万元,投资收益,"quarterly,个股级别"
FIELD_INC_TOTAL_PROFIT,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,利润总额,total_profit,float,万元,利润总额,"quarterly,个股级别"
FIELD_INC_TAX_EXP,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,所得税费用,tax_exp,float,万元,所得税费用,"quarterly,个股级别"
FIELD_INC_NET_PROFIT,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,净利润,net_profit,float,万元,净利润,"quarterly,个股级别"
FIELD_INC_NET_PROFIT_PARENT,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,归母净利润,net_profit_parent,float,万元,归属于母公司所有者的净利润,"quarterly,个股级别"
FIELD_INC_EPS_BASIC,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,基本每股收益,eps_basic,float,元/股,基本每股收益,"quarterly,个股级别"
FIELD_INC_EPS_DILUTED,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_INCOME,稀释每股收益,eps_diluted,float,元/股,稀释每股收益,"quarterly,个股级别"
FIELD_BS_CASH,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,货币资金,cash,float,万元,货币资金,"quarterly,个股级别"
FIELD_BS_ACCOUNTS_RCV,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,应收账款,accounts_receivable,float,万元,应收账款,"quarterly,个股级别"
FIELD_BS_INVENTORY,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,存货,inventory,float,万元,存货,"quarterly,个股级别"
FIELD_BS_TOTAL_ASSETS,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,资产总计,total_assets,float,万元,资产总计,"quarterly,个股级别"
FIELD_BS_TOTAL_LIAB,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,负债合计,total_liabilities,float,万元,负债合计,"quarterly,个股级别"
FIELD_BS_TOTAL_EQUITY,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_BALANCE,股东权益合计,total_equity,float,万元,所有者权益合计,"quarterly,个股级别"
FIELD_CF_OPER_FLOW,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_CASHFLOW,经营活动现金流净额,op_cash_flow,float,万元,经营活动产生的现金流量净额,"quarterly,个股级别"
FIELD_CF_CAPEX,CONCEPT_FINANCIAL_STATEMENTS,DS_SINA_CASHFLOW,资本支出,capex,float,万元,购建固定资产支付的现金,"quarterly,个股级别"
